"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R1","0603_-_NO_SILK","12934.25mil","14973.003mil","12934.25mil","14973.003mil","12901.25mil","14973.003mil","T","360.00","Resistor"
"H2","HDR1X12","13440mil","16403mil","13440mil","16953mil","13440mil","16953mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","12740mil","16403mil","12740mil","16953mil","12740mil","16953mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","13015mil","16703mil","13015mil","16703mil","13015mil","16736mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","13215mil","16703mil","13215mil","16703mil","13215mil","16736mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","12556.926mil","15116.777mil","12556.926mil","15116.777mil","12523.926mil","15116.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","12556.929mil","15309.675mil","12556.929mil","15309.675mil","12523.929mil","15309.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","13430mil","15033mil","13430mil","15033mil","13397mil","15033mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","13315mil","16703mil","13315mil","16703mil","13315mil","16736mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","13115mil","16703mil","13115mil","16703mil","13115mil","16736mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","14050mil","15233mil","14050mil","15233mil","14050mil","15266mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","14050mil","15073mil","14050mil","15073mil","14050mil","15106mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","13670mil","15073mil","13670mil","15073mil","13670mil","15106mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","13134.25mil","15233.003mil","13134.25mil","15233.003mil","13134.25mil","15266.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","13134.25mil","15073.003mil","13134.25mil","15073.003mil","13134.25mil","15106.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","12754.25mil","15073.003mil","12754.25mil","15073.003mil","12754.25mil","15106.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","15940mil","1943mil","15940mil","1943mil","15940mil","1976mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","16266.378mil","960.795mil","16266.378mil","1226.543mil","15996.693mil","1226.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","15439.606mil","960.795mil","15439.606mil","1226.543mil","15169.921mil","1226.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","14725.827mil","794.496mil","14840mil","763mil","14749.449mil","664.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","14725.827mil","1184.496mil","14840mil","1153mil","14749.449mil","1054.575mil","T","270.00","Thermistor A"
"U2","SOIC8","16310mil","1550.008mil","16310mil","1550.008mil","16235mil","1457.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","15387.793mil","1550.011mil","15387.793mil","1550.011mil","15312.793mil","1457.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","16500mil","2667.173mil","16500mil","1803mil","16500mil","1909.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","14570mil","2638.827mil","14570mil","3503mil","14570mil","3396.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","15830mil","1553mil","15830mil","1553mil","15867.402mil","1596.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","15940mil","2093mil","15940mil","2093mil","15940mil","2126mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","16390mil","1373mil","16390mil","1373mil","16423mil","1373mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","14956.926mil","1436.777mil","14956.926mil","1436.777mil","14923.926mil","1436.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","14956.929mil","1629.675mil","14956.929mil","1629.675mil","14923.929mil","1629.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","16390mil","1733mil","16390mil","1733mil","16423mil","1733mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","16570mil","1473mil","16570mil","1473mil","16570mil","1506mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","16150mil","1473mil","16150mil","1473mil","16150mil","1506mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","15990mil","1473mil","15990mil","1473mil","15990mil","1506mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","16570mil","1633mil","16570mil","1633mil","16570mil","1600mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","16250mil","1733mil","16250mil","1733mil","16217mil","1733mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","16250mil","1373mil","16250mil","1373mil","16217mil","1373mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","15474.25mil","1373.003mil","15474.25mil","1373.003mil","15507.25mil","1373.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","15474.25mil","1733.003mil","15474.25mil","1733.003mil","15507.25mil","1733.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","15654.25mil","1473.003mil","15654.25mil","1473.003mil","15654.25mil","1506.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","15234.25mil","1473.003mil","15234.25mil","1473.003mil","15234.25mil","1506.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","15074.25mil","1473.003mil","15074.25mil","1473.003mil","15074.25mil","1506.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","15654.25mil","1633.003mil","15654.25mil","1633.003mil","15654.25mil","1600.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","15334.25mil","1733.003mil","15334.25mil","1733.003mil","15301.25mil","1733.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","15334.25mil","1373.003mil","15334.25mil","1373.003mil","15301.25mil","1373.003mil","T","360.00","Resistor"
"H2","HDR1X12","15840mil","2803mil","15840mil","3353mil","15840mil","3353mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","15140mil","2803mil","15140mil","3353mil","15140mil","3353mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","15415mil","3103mil","15415mil","3103mil","15415mil","3136mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","15615mil","3103mil","15615mil","3103mil","15615mil","3136mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","14956.926mil","1516.777mil","14956.926mil","1516.777mil","14923.926mil","1516.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","14956.929mil","1709.675mil","14956.929mil","1709.675mil","14923.929mil","1709.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","15830mil","1433mil","15830mil","1433mil","15797mil","1433mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","15715mil","3103mil","15715mil","3103mil","15715mil","3136mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","15515mil","3103mil","15515mil","3103mil","15515mil","3136mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","16450mil","1633mil","16450mil","1633mil","16450mil","1666mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","16450mil","1473mil","16450mil","1473mil","16450mil","1506mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","16070mil","1473mil","16070mil","1473mil","16070mil","1506mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","15534.25mil","1633.003mil","15534.25mil","1633.003mil","15534.25mil","1666.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","15534.25mil","1473.003mil","15534.25mil","1473.003mil","15534.25mil","1506.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","15154.25mil","1473.003mil","15154.25mil","1473.003mil","15154.25mil","1506.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","15940mil","5343mil","15940mil","5343mil","15940mil","5376mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","16266.378mil","4360.795mil","16266.378mil","4626.543mil","15996.693mil","4626.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","15439.606mil","4360.795mil","15439.606mil","4626.543mil","15169.921mil","4626.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","14725.827mil","4194.496mil","14840mil","4163mil","14749.449mil","4064.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","14725.827mil","4584.496mil","14840mil","4553mil","14749.449mil","4454.575mil","T","270.00","Thermistor A"
"U2","SOIC8","16310mil","4950.008mil","16310mil","4950.008mil","16235mil","4857.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","15387.793mil","4950.011mil","15387.793mil","4950.011mil","15312.793mil","4857.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","16500mil","6067.173mil","16500mil","5203mil","16500mil","5309.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","14570mil","6038.827mil","14570mil","6903mil","14570mil","6796.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","15830mil","4953mil","15830mil","4953mil","15867.402mil","4996.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","15940mil","5493mil","15940mil","5493mil","15940mil","5526mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","16390mil","4773mil","16390mil","4773mil","16423mil","4773mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","14956.926mil","4836.777mil","14956.926mil","4836.777mil","14923.926mil","4836.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","14956.929mil","5029.675mil","14956.929mil","5029.675mil","14923.929mil","5029.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","16390mil","5133mil","16390mil","5133mil","16423mil","5133mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","16570mil","4873mil","16570mil","4873mil","16570mil","4906mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","16150mil","4873mil","16150mil","4873mil","16150mil","4906mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","15990mil","4873mil","15990mil","4873mil","15990mil","4906mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","16570mil","5033mil","16570mil","5033mil","16570mil","5000mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","16250mil","5133mil","16250mil","5133mil","16217mil","5133mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","16250mil","4773mil","16250mil","4773mil","16217mil","4773mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","15474.25mil","4773.003mil","15474.25mil","4773.003mil","15507.25mil","4773.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","15474.25mil","5133.003mil","15474.25mil","5133.003mil","15507.25mil","5133.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","15654.25mil","4873.003mil","15654.25mil","4873.003mil","15654.25mil","4906.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","15234.25mil","4873.003mil","15234.25mil","4873.003mil","15234.25mil","4906.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","15074.25mil","4873.003mil","15074.25mil","4873.003mil","15074.25mil","4906.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","15654.25mil","5033.003mil","15654.25mil","5033.003mil","15654.25mil","5000.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","15334.25mil","5133.003mil","15334.25mil","5133.003mil","15301.25mil","5133.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","15334.25mil","4773.003mil","15334.25mil","4773.003mil","15301.25mil","4773.003mil","T","360.00","Resistor"
"H2","HDR1X12","15840mil","6203mil","15840mil","6753mil","15840mil","6753mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","15140mil","6203mil","15140mil","6753mil","15140mil","6753mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","15415mil","6503mil","15415mil","6503mil","15415mil","6536mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","15615mil","6503mil","15615mil","6503mil","15615mil","6536mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","14956.926mil","4916.777mil","14956.926mil","4916.777mil","14923.926mil","4916.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","14956.929mil","5109.675mil","14956.929mil","5109.675mil","14923.929mil","5109.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","15830mil","4833mil","15830mil","4833mil","15797mil","4833mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","15715mil","6503mil","15715mil","6503mil","15715mil","6536mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","15515mil","6503mil","15515mil","6503mil","15515mil","6536mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","16450mil","5033mil","16450mil","5033mil","16450mil","5066mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","16450mil","4873mil","16450mil","4873mil","16450mil","4906mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","16070mil","4873mil","16070mil","4873mil","16070mil","4906mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","15534.25mil","5033.003mil","15534.25mil","5033.003mil","15534.25mil","5066.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","15534.25mil","4873.003mil","15534.25mil","4873.003mil","15534.25mil","4906.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","15154.25mil","4873.003mil","15154.25mil","4873.003mil","15154.25mil","4906.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","15940mil","8743mil","15940mil","8743mil","15940mil","8776mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","16266.378mil","7760.795mil","16266.378mil","8026.543mil","15996.693mil","8026.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","15439.606mil","7760.795mil","15439.606mil","8026.543mil","15169.921mil","8026.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","14725.827mil","7594.496mil","14840mil","7563mil","14749.449mil","7464.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","14725.827mil","7984.496mil","14840mil","7953mil","14749.449mil","7854.575mil","T","270.00","Thermistor A"
"U2","SOIC8","16310mil","8350.008mil","16310mil","8350.008mil","16235mil","8257.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","15387.793mil","8350.011mil","15387.793mil","8350.011mil","15312.793mil","8257.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","16500mil","9467.173mil","16500mil","8603mil","16500mil","8709.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","14570mil","9438.827mil","14570mil","10303mil","14570mil","10196.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","15830mil","8353mil","15830mil","8353mil","15867.402mil","8396.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","15940mil","8893mil","15940mil","8893mil","15940mil","8926mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","16390mil","8173mil","16390mil","8173mil","16423mil","8173mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","14956.926mil","8236.777mil","14956.926mil","8236.777mil","14923.926mil","8236.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","14956.929mil","8429.675mil","14956.929mil","8429.675mil","14923.929mil","8429.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","16390mil","8533mil","16390mil","8533mil","16423mil","8533mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","16570mil","8273mil","16570mil","8273mil","16570mil","8306mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","16150mil","8273mil","16150mil","8273mil","16150mil","8306mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","15990mil","8273mil","15990mil","8273mil","15990mil","8306mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","16570mil","8433mil","16570mil","8433mil","16570mil","8400mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","16250mil","8533mil","16250mil","8533mil","16217mil","8533mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","16250mil","8173mil","16250mil","8173mil","16217mil","8173mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","15474.25mil","8173.003mil","15474.25mil","8173.003mil","15507.25mil","8173.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","15474.25mil","8533.003mil","15474.25mil","8533.003mil","15507.25mil","8533.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","15654.25mil","8273.003mil","15654.25mil","8273.003mil","15654.25mil","8306.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","15234.25mil","8273.003mil","15234.25mil","8273.003mil","15234.25mil","8306.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","15074.25mil","8273.003mil","15074.25mil","8273.003mil","15074.25mil","8306.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","15654.25mil","8433.003mil","15654.25mil","8433.003mil","15654.25mil","8400.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","15334.25mil","8533.003mil","15334.25mil","8533.003mil","15301.25mil","8533.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","15334.25mil","8173.003mil","15334.25mil","8173.003mil","15301.25mil","8173.003mil","T","360.00","Resistor"
"H2","HDR1X12","15840mil","9603mil","15840mil","10153mil","15840mil","10153mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","15140mil","9603mil","15140mil","10153mil","15140mil","10153mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","15415mil","9903mil","15415mil","9903mil","15415mil","9936mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","15615mil","9903mil","15615mil","9903mil","15615mil","9936mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","14956.926mil","8316.777mil","14956.926mil","8316.777mil","14923.926mil","8316.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","14956.929mil","8509.675mil","14956.929mil","8509.675mil","14923.929mil","8509.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","15830mil","8233mil","15830mil","8233mil","15797mil","8233mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","15715mil","9903mil","15715mil","9903mil","15715mil","9936mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","15515mil","9903mil","15515mil","9903mil","15515mil","9936mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","16450mil","8433mil","16450mil","8433mil","16450mil","8466mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","16450mil","8273mil","16450mil","8273mil","16450mil","8306mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","16070mil","8273mil","16070mil","8273mil","16070mil","8306mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","15534.25mil","8433.003mil","15534.25mil","8433.003mil","15534.25mil","8466.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","15534.25mil","8273.003mil","15534.25mil","8273.003mil","15534.25mil","8306.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","15154.25mil","8273.003mil","15154.25mil","8273.003mil","15154.25mil","8306.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","15940mil","12143mil","15940mil","12143mil","15940mil","12176mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","16266.378mil","11160.795mil","16266.378mil","11426.543mil","15996.693mil","11426.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","15439.606mil","11160.795mil","15439.606mil","11426.543mil","15169.921mil","11426.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","14725.827mil","10994.496mil","14840mil","10963mil","14749.449mil","10864.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","14725.827mil","11384.496mil","14840mil","11353mil","14749.449mil","11254.575mil","T","270.00","Thermistor A"
